@relation 'keeldataset-weka.filters.supervised.attribute.AddClassification-classification-Wweka.classifiers.trees.J48 -C 0.25 -M 2'

@attribute cap-shape {x,b,s,f,k,c}
@attribute cap-surface {s,y,f,g}
@attribute cap-color {n,y,w,g,e,p,b,u,c,r}
@attribute bruises {t,f}
@attribute odor {p,a,l,n,f,c,y,s,m}
@attribute gill-attachment {f,a}
@attribute gill-spacing {c,w}
@attribute gill-size {n,b}
@attribute gill-color {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute stalk-shape {e,t}
@attribute stalk-root {e,c,b,r}
@attribute stalk-surface-above-ring {s,f,k,y}
@attribute stalk-surface-below-ring {s,f,y,k}
@attribute stalk-color-above-ring {w,g,p,n,b,e,o,c,y}
@attribute stalk-color-below-ring {w,p,g,b,n,e,y,o,c}
@attribute veil-type {p}
@attribute veil-color {w,n,o,y}
@attribute ring-number {o,t,n}
@attribute ring-type {p,e,l,f,n}
@attribute spore-print-color {k,n,u,h,w,r,o,y,b}
@attribute population {s,n,a,v,y,c}
@attribute habitat {u,g,m,d,p,w,l}
@attribute verdict {p,e}
@attribute classification {p,e}

@data
x,s,n,f,f,f,c,n,b,t,b,k,k,p,p,p,w,o,e,w,v,d,p,p
f,s,e,f,s,f,c,n,b,t,b,k,k,w,w,p,w,o,e,w,v,p,p,p
f,s,e,f,s,f,c,n,b,t,b,s,k,p,p,p,w,o,e,w,v,l,p,p
f,s,e,f,s,f,c,n,b,t,b,s,s,p,w,p,w,o,e,w,v,l,p,p
x,y,e,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p,p
f,y,n,f,y,f,c,n,b,t,c,s,k,p,p,p,w,o,e,w,v,d,p,p
f,y,e,f,y,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,d,p,p
x,s,e,f,s,f,c,n,b,t,c,k,k,p,w,p,w,o,e,w,v,p,p,p
f,s,e,f,y,f,c,n,b,t,c,s,s,p,w,p,w,o,e,w,v,p,p,p
f,y,e,f,f,f,c,n,b,t,c,k,k,w,w,p,w,o,e,w,v,p,p,p
f,y,e,f,s,f,c,n,b,t,c,s,s,p,w,p,w,o,e,w,v,l,p,p
x,s,e,f,f,f,c,n,b,t,c,k,k,w,w,p,w,o,e,w,v,l,p,p
f,s,e,f,s,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,p,p,p
x,s,n,f,n,a,c,b,n,e,c,s,s,o,o,p,n,o,p,y,c,l,e,e
f,y,n,f,s,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,d,p,p
f,y,e,f,s,f,c,n,b,t,c,s,s,w,p,p,w,o,e,w,v,l,p,p
f,y,e,f,s,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,l,p,p
x,s,n,f,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,p,p,p
x,s,e,f,y,f,c,n,b,t,c,k,s,p,p,p,w,o,e,w,v,d,p,p
x,y,e,f,f,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,d,p,p
x,s,e,f,s,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,p,p,p
x,y,e,f,y,f,c,n,b,t,c,s,s,p,p,p,w,o,e,w,v,p,p,p
f,y,e,f,f,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,p,p,p
x,s,n,f,n,a,c,b,n,e,c,s,s,o,o,p,n,o,p,o,v,l,e,e
f,s,n,f,s,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,p,p,p
x,y,e,f,f,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,p,p,p
f,s,n,f,f,f,c,n,b,t,c,s,s,w,p,p,w,o,e,w,v,d,p,p
f,y,e,f,y,f,c,n,b,t,c,k,k,w,w,p,w,o,e,w,v,p,p,p
x,y,e,f,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,d,p,p
x,s,n,f,s,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,d,p,p
x,s,n,f,f,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,l,p,p
x,s,n,f,y,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,l,p,p
x,y,e,f,s,f,c,n,b,t,c,s,s,p,w,p,w,o,e,w,v,d,p,p
f,s,n,f,y,f,c,n,b,t,c,k,s,p,p,p,w,o,e,w,v,l,p,p
f,s,n,f,y,f,c,n,b,t,c,s,s,w,p,p,w,o,e,w,v,l,p,p
k,y,e,f,y,f,c,n,b,t,c,s,s,p,p,p,w,o,e,w,v,l,p,p
x,s,n,f,y,f,c,n,b,t,c,k,s,w,p,p,w,o,e,w,v,d,p,p
f,y,n,f,y,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,p,p,p
k,s,w,f,n,f,w,b,g,e,c,s,k,w,w,p,w,t,p,w,n,g,e,e
f,s,e,f,y,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,l,p,p
x,s,e,f,y,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,l,p,p
f,y,n,f,f,f,c,n,b,t,c,s,s,w,p,p,w,o,e,w,v,d,p,p
f,y,n,f,s,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,p,p,p
f,y,e,f,y,f,c,n,b,t,c,k,k,p,w,p,w,o,e,w,v,d,p,p
x,s,n,f,f,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,p,p,p
f,y,n,f,s,f,c,n,b,t,c,k,k,w,p,p,w,o,e,w,v,l,p,p
x,s,n,f,s,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,l,p,p
k,y,n,f,y,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,l,p,p
f,s,e,f,s,f,c,n,b,t,c,k,s,w,p,p,w,o,e,w,v,d,p,p
f,y,e,f,s,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,l,p,p
f,y,e,f,f,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,l,p,p
f,y,e,f,s,f,c,n,b,t,c,k,k,w,p,p,w,o,e,w,v,p,p,p
f,y,n,f,f,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,p,p,p
f,y,n,f,f,f,c,n,b,t,c,s,s,w,p,p,w,o,e,w,v,l,p,p
k,y,n,f,y,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,l,p,p
k,y,n,f,y,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,p,p,p
f,s,e,f,y,f,c,n,b,t,c,k,s,w,p,p,w,o,e,w,v,p,p,p
x,s,e,f,y,f,c,n,b,t,c,k,k,w,p,p,w,o,e,w,v,d,p,p
k,s,n,f,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,l,p,p
x,s,e,f,f,f,c,n,b,t,c,s,s,p,p,p,w,o,e,w,v,p,p,p
f,s,n,f,f,f,c,n,b,t,c,k,k,p,w,p,w,o,e,w,v,d,p,p
x,s,e,f,s,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,l,p,p
f,s,n,f,y,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,p,p,p
x,s,n,f,f,f,c,n,b,t,c,k,k,w,p,p,w,o,e,w,v,l,p,p
f,y,e,f,y,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,d,p,p
x,s,n,f,f,f,c,n,b,t,c,k,s,w,p,p,w,o,e,w,v,l,p,p
x,s,e,f,y,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,p,p,p
x,s,e,f,s,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,d,p,p
x,s,n,f,s,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,p,p,p
x,y,e,f,s,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,d,p,p
f,y,e,f,y,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,p,p,p
f,s,e,f,s,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,d,p,p
x,s,e,f,y,f,c,n,b,t,c,k,k,w,w,p,w,o,e,w,v,d,p,p
f,y,e,f,y,f,c,n,b,t,c,k,k,w,w,p,w,o,e,w,v,l,p,p
f,s,e,f,y,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,p,p,p
f,s,e,f,s,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,l,p,p
f,y,n,f,f,f,c,n,b,t,c,k,k,w,p,p,w,o,e,w,v,d,p,p
f,s,n,f,s,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,p,p,p
x,s,e,f,f,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,p,p,p
f,y,n,f,s,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,l,p,p
f,s,n,f,s,f,c,n,b,t,c,s,k,p,p,p,w,o,e,w,v,d,p,p
f,y,n,f,f,f,c,n,b,t,c,k,s,p,p,p,w,o,e,w,v,l,p,p
f,s,e,f,s,f,c,n,b,t,c,k,k,p,w,p,w,o,e,w,v,l,p,p
f,y,e,f,f,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,p,p,p
f,y,n,f,y,f,c,n,b,t,c,k,s,w,p,p,w,o,e,w,v,d,p,p
f,s,e,f,y,f,c,n,b,t,c,k,k,w,p,p,w,o,e,w,v,d,p,p
f,s,e,f,f,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,d,p,p
f,y,n,f,s,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,d,p,p
f,s,e,f,f,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,d,p,p
f,s,n,f,f,f,c,n,b,t,c,k,s,p,p,p,w,o,e,w,v,d,p,p
k,y,e,f,s,f,c,n,b,t,c,s,s,p,p,p,w,o,e,w,v,d,p,p
f,y,e,f,f,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,d,p,p
f,s,e,f,f,f,c,n,b,t,c,k,k,w,p,p,w,o,e,w,v,d,p,p
f,y,e,f,y,f,c,n,b,t,c,s,s,w,p,p,w,o,e,w,v,d,p,p
f,y,n,f,s,f,c,n,b,t,c,k,s,w,p,p,w,o,e,w,v,l,p,p
f,y,e,f,f,f,c,n,b,t,c,s,s,p,p,p,w,o,e,w,v,p,p,p
f,s,n,f,s,f,c,n,b,t,c,s,k,p,p,p,w,o,e,w,v,p,p,p
x,y,e,f,y,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,d,p,p
x,f,w,f,n,f,w,b,p,e,c,k,s,w,w,p,w,t,p,w,n,g,e,e
x,s,e,f,s,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,d,p,p
x,s,e,f,f,f,c,n,b,t,c,s,s,p,w,p,w,o,e,w,v,l,p,p
f,y,n,f,y,f,c,n,b,t,c,k,k,p,w,p,w,o,e,w,v,l,p,p
x,s,e,f,y,f,c,n,b,t,c,s,s,p,p,p,w,o,e,w,v,d,p,p
x,s,n,f,y,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,d,p,p
x,s,n,f,f,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,p,p,p
x,s,n,f,y,f,c,n,b,t,c,k,k,w,w,p,w,o,e,w,v,l,p,p
x,f,g,f,n,f,w,b,p,e,c,s,k,w,w,p,w,t,p,w,n,g,e,e
f,y,e,f,f,f,c,n,b,t,c,k,s,w,p,p,w,o,e,w,v,l,p,p
f,y,e,f,f,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,l,p,p
x,y,e,f,y,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,p,p,p
x,s,n,f,y,f,c,n,b,t,c,k,k,p,w,p,w,o,e,w,v,p,p,p
k,s,e,f,y,f,c,n,b,t,c,k,s,p,p,p,w,o,e,w,v,p,p,p
k,y,e,f,f,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,d,p,p
f,y,e,f,s,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,d,p,p
x,s,n,f,f,f,c,n,b,t,c,k,k,w,w,p,w,o,e,w,v,l,p,p
f,s,n,f,s,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,l,p,p
x,s,e,f,s,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,p,p,p
f,y,n,f,y,f,c,n,b,t,c,k,k,w,w,p,w,o,e,w,v,d,p,p
x,s,n,f,s,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,p,p,p
k,f,w,f,n,f,w,b,p,e,c,s,k,w,w,p,w,t,p,w,n,g,e,e
k,y,n,f,f,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,d,p,p
f,s,e,f,f,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,d,p,p
x,y,e,f,f,f,c,n,b,t,c,k,s,p,p,p,w,o,e,w,v,d,p,p
x,s,n,f,s,f,c,n,b,t,c,s,s,p,p,p,w,o,e,w,v,l,p,p
x,s,n,f,y,f,c,n,b,t,c,s,s,w,p,p,w,o,e,w,v,d,p,p
f,y,e,f,y,f,c,n,b,t,c,k,s,w,p,p,w,o,e,w,v,l,p,p
f,y,n,f,s,f,c,n,b,t,c,s,s,w,p,p,w,o,e,w,v,l,p,p
x,y,e,f,y,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,l,p,p
f,s,e,f,y,f,c,n,b,t,c,s,k,p,p,p,w,o,e,w,v,p,p,p
x,s,e,f,s,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,d,p,p
x,s,n,f,s,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,p,p,p
f,y,n,f,f,f,c,n,b,t,c,k,k,w,p,p,w,o,e,w,v,l,p,p
f,y,e,f,s,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,l,p,p
f,y,n,f,s,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,l,p,p
f,y,n,f,f,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,d,p,p
f,s,n,f,y,f,c,n,b,t,c,s,k,p,p,p,w,o,e,w,v,p,p,p
f,y,e,f,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,p,p,p
f,y,e,f,s,f,c,n,b,t,c,k,s,w,p,p,w,o,e,w,v,l,p,p
x,y,e,f,s,f,c,n,b,t,c,k,s,w,p,p,w,o,e,w,v,p,p,p
k,s,e,f,f,f,c,n,b,t,c,s,k,p,p,p,w,o,e,w,v,p,p,p
f,y,e,f,s,f,c,n,b,t,c,s,s,p,w,p,w,o,e,w,v,p,p,p
f,y,n,f,y,f,c,n,b,t,c,s,s,w,p,p,w,o,e,w,v,p,p,p
f,s,n,f,s,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,d,p,p
f,s,e,f,y,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,p,p,p
k,s,e,f,f,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,p,p,p
f,y,e,f,s,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,p,p,p
f,s,n,f,s,f,c,n,b,t,c,k,k,p,w,p,w,o,e,w,v,p,p,p
x,s,n,f,n,a,c,b,n,e,c,s,s,o,o,p,o,o,p,b,v,l,e,e
x,s,n,f,y,f,c,n,b,t,c,s,s,p,w,p,w,o,e,w,v,l,p,p
k,s,n,f,y,f,c,n,b,t,c,s,s,p,w,p,w,o,e,w,v,l,p,p
f,s,n,f,f,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,d,p,p
f,s,n,f,y,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,d,p,p
x,s,n,f,y,f,c,n,b,t,c,s,s,w,p,p,w,o,e,w,v,p,p,p
f,s,n,f,y,f,c,n,b,t,c,k,k,w,w,p,w,o,e,w,v,d,p,p
f,y,e,f,f,f,c,n,b,t,c,k,s,p,p,p,w,o,e,w,v,p,p,p
f,y,e,f,y,f,c,n,b,t,c,s,k,p,p,p,w,o,e,w,v,d,p,p
f,s,n,f,f,f,c,n,b,t,c,s,s,p,w,p,w,o,e,w,v,l,p,p
x,s,e,f,f,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,l,p,p
x,s,n,f,s,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,p,p,p
x,s,e,f,y,f,c,n,b,t,c,s,s,p,p,p,w,o,e,w,v,p,p,p
x,s,e,f,s,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,d,p,p
f,y,e,f,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,l,p,p
x,s,e,f,y,f,c,n,b,t,c,k,k,p,w,p,w,o,e,w,v,p,p,p
k,s,e,f,y,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,l,p,p
x,y,e,f,f,f,c,n,b,t,c,s,s,w,p,p,w,o,e,w,v,p,p,p
f,s,n,f,f,f,c,n,b,t,c,s,s,w,p,p,w,o,e,w,v,p,p,p
f,s,n,f,y,f,c,n,b,t,c,s,k,p,p,p,w,o,e,w,v,l,p,p
x,s,n,f,f,f,c,n,b,t,c,s,s,w,p,p,w,o,e,w,v,d,p,p
k,y,e,f,y,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,p,p,p
x,s,e,f,y,f,c,n,b,t,c,k,k,p,w,p,w,o,e,w,v,l,p,p
f,y,n,f,s,f,c,n,b,t,c,s,s,p,w,p,w,o,e,w,v,d,p,p
f,y,e,f,s,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,d,p,p
f,y,n,f,s,f,c,n,b,t,c,s,s,p,p,p,w,o,e,w,v,p,p,p
f,s,n,f,s,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,l,p,p
f,s,e,f,y,f,c,n,b,t,c,s,s,w,p,p,w,o,e,w,v,p,p,p
k,y,n,f,y,f,c,n,b,t,c,k,k,w,p,p,w,o,e,w,v,p,p,p
f,y,e,f,y,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,l,p,p
f,s,e,f,s,f,c,n,b,t,c,s,s,p,w,p,w,o,e,w,v,p,p,p
f,s,n,f,f,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,d,p,p
x,s,n,f,y,f,c,n,b,t,c,s,s,w,p,p,w,o,e,w,v,l,p,p
f,y,n,f,s,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,d,p,p
f,y,e,f,s,f,c,n,b,t,c,k,k,w,w,p,w,o,e,w,v,d,p,p
x,y,e,f,s,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,d,p,p
f,s,e,f,s,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,p,p,p
x,s,n,f,s,f,c,n,b,t,c,k,k,w,p,p,w,o,e,w,v,l,p,p
f,s,n,f,y,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,p,p,p
f,s,n,f,s,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,l,p,p
f,s,e,f,y,f,c,n,b,t,c,s,s,p,p,p,w,o,e,w,v,p,p,p
x,s,g,f,n,f,w,b,p,e,c,s,k,w,w,p,w,t,p,w,n,g,e,e
k,y,n,f,y,f,c,n,b,t,c,k,k,p,w,p,w,o,e,w,v,p,p,p
x,y,e,f,s,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,p,p,p
x,s,n,f,s,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,p,p,p
x,s,n,f,s,f,c,n,b,t,c,s,s,w,p,p,w,o,e,w,v,d,p,p
f,y,e,f,s,f,c,n,b,t,c,k,k,p,w,p,w,o,e,w,v,l,p,p
k,y,n,f,f,f,c,n,b,t,c,s,s,p,p,p,w,o,e,w,v,l,p,p
x,s,e,f,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,d,p,p
x,s,n,f,s,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,d,p,p
k,y,n,f,y,f,c,n,b,t,c,k,s,p,p,p,w,o,e,w,v,d,p,p
x,y,e,f,f,f,c,n,b,t,c,k,k,p,w,p,w,o,e,w,v,l,p,p
k,s,n,f,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,p,p,p
x,s,n,f,f,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,p,p,p
x,y,e,f,f,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,d,p,p
f,s,e,f,y,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,d,p,p
f,s,n,f,s,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,l,p,p
f,s,n,f,f,f,c,n,b,t,c,k,s,p,p,p,w,o,e,w,v,p,p,p
f,s,e,f,y,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,p,p,p
x,y,e,f,s,f,c,n,b,t,c,k,s,w,p,p,w,o,e,w,v,l,p,p
x,s,e,f,f,f,c,n,b,t,c,k,s,p,p,p,w,o,e,w,v,l,p,p
f,s,n,f,s,f,c,n,b,t,c,s,s,p,w,p,w,o,e,w,v,p,p,p
f,y,e,f,s,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,d,p,p
x,s,n,f,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,d,p,p
x,s,e,f,s,f,c,n,b,t,c,k,k,w,p,p,w,o,e,w,v,d,p,p
x,s,e,f,y,f,c,n,b,t,c,k,k,w,w,p,w,o,e,w,v,l,p,p
f,s,e,f,f,f,c,n,b,t,c,k,s,p,p,p,w,o,e,w,v,p,p,p
x,y,e,f,s,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,p,p,p
x,s,n,f,y,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,d,p,p
x,s,e,f,s,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,l,p,p
x,s,e,f,y,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,l,p,p
x,s,n,f,y,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,d,p,p
x,s,n,f,s,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,l,p,p
f,s,e,f,y,f,c,n,b,t,c,s,s,p,p,p,w,o,e,w,v,d,p,p
f,y,e,f,f,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,d,p,p
x,s,n,f,s,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,d,p,p
x,s,e,f,f,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,l,p,p
f,s,n,f,s,f,c,n,b,t,c,k,s,w,p,p,w,o,e,w,v,l,p,p
x,s,n,f,f,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,d,p,p
f,s,e,f,y,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,d,p,p
k,y,n,f,y,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,p,p,p
x,s,n,f,y,f,c,n,b,t,c,s,k,p,p,p,w,o,e,w,v,l,p,p
f,y,n,f,y,f,c,n,b,t,c,k,s,w,p,p,w,o,e,w,v,p,p,p
k,y,n,f,y,f,c,n,b,t,c,k,s,w,p,p,w,o,e,w,v,p,p,p
f,s,e,f,s,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,d,p,p
f,s,n,f,f,f,c,n,b,t,c,k,k,p,w,p,w,o,e,w,v,p,p,p
x,s,e,f,y,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,d,p,p
x,s,n,f,f,f,c,n,b,t,c,s,s,p,p,p,w,o,e,w,v,l,p,p
f,y,n,f,y,f,c,n,b,t,c,k,s,p,p,p,w,o,e,w,v,p,p,p
f,y,n,f,s,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,p,p,p
x,s,e,f,y,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,l,p,p
f,y,n,f,y,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,l,p,p
x,y,e,f,s,f,c,n,b,t,c,s,s,p,w,p,w,o,e,w,v,p,p,p
f,y,n,f,y,f,c,n,b,t,c,k,k,w,w,p,w,o,e,w,v,l,p,p
f,y,e,f,s,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,p,p,p
x,y,e,f,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,l,p,p
f,s,e,f,y,f,c,n,b,t,c,s,s,p,p,p,w,o,e,w,v,l,p,p
k,s,n,f,s,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,d,p,p
x,y,e,f,f,f,c,n,b,t,c,s,s,p,w,p,w,o,e,w,v,p,p,p
x,s,n,f,f,f,c,n,b,t,c,k,s,p,p,p,w,o,e,w,v,l,p,p
f,s,e,f,s,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,p,p,p
f,s,e,f,y,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,p,p,p
b,f,g,f,n,f,w,b,p,e,c,s,k,w,w,p,w,t,p,w,s,g,e,e
x,s,n,f,y,f,c,n,b,t,c,k,s,w,w,p,w,o,e,w,v,p,p,p
k,s,n,f,s,f,c,n,b,t,c,k,s,w,p,p,w,o,e,w,v,p,p,p
b,s,n,f,n,a,c,b,o,e,c,s,s,o,o,p,n,o,p,y,v,l,e,e
f,s,n,f,y,f,c,n,b,t,c,s,s,p,p,p,w,o,e,w,v,d,p,p
f,y,n,f,s,f,c,n,b,t,c,k,k,p,w,p,w,o,e,w,v,d,p,p
x,y,e,f,s,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,d,p,p
x,s,e,f,s,f,c,n,b,t,c,k,s,p,p,p,w,o,e,w,v,d,p,p
k,y,c,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p,p
x,s,e,f,s,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,l,p,p
f,s,n,f,s,f,c,n,b,t,c,k,k,w,p,p,w,o,e,w,v,p,p,p
x,s,n,f,y,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,l,p,p
x,y,e,f,s,f,c,n,b,t,c,s,k,w,w,p,w,o,e,w,v,d,p,p
x,s,e,f,f,f,c,n,b,t,c,k,k,p,w,p,w,o,e,w,v,d,p,p
f,s,e,f,f,f,c,n,b,t,c,s,s,p,w,p,w,o,e,w,v,l,p,p
f,s,n,f,f,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,d,p,p
f,s,n,f,s,f,c,n,b,t,c,k,k,w,w,p,w,o,e,w,v,d,p,p
f,y,e,f,y,f,c,n,b,t,c,k,s,p,p,p,w,o,e,w,v,p,p,p
x,s,e,f,y,f,c,n,b,t,c,s,k,p,p,p,w,o,e,w,v,l,p,p
f,y,e,f,s,f,c,n,b,t,c,s,k,w,p,p,w,o,e,w,v,d,p,p
f,y,n,f,y,f,c,n,b,t,c,s,k,p,w,p,w,o,e,w,v,l,p,p
x,y,e,f,f,f,c,n,b,t,c,k,k,w,w,p,w,o,e,w,v,l,p,p
f,y,e,f,s,f,c,n,b,t,c,k,s,p,p,p,w,o,e,w,v,p,p,p
f,s,e,f,f,f,c,n,b,t,c,k,k,w,w,p,w,o,e,w,v,l,p,p
f,s,e,f,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,w,v,p,p,p
x,s,e,f,y,f,c,n,b,t,c,k,k,w,w,p,w,o,e,w,v,p,p,p
x,s,e,f,f,f,c,n,b,t,c,k,k,p,p,p,w,o,e,w,v,d,p,p
k,y,e,f,s,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,p,p,p
x,y,e,f,f,f,c,n,b,t,c,s,s,w,w,p,w,o,e,w,v,l,p,p
x,s,e,f,y,f,c,n,b,t,c,s,s,p,w,p,w,o,e,w,v,d,p,p
